4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4
4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4
0	0	5	18	18	18	18	18	18	18	0	0	0	18	18	18	18	18	18	18	18	5	0	0
0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0
0	0	5	0	0	0	0	0	0	5	0	0	0	1	1	0	0	5	0	0	0	0	5	0
0	0	5	0	11	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0
0	5	0	11	1	1	0	0	5	0	0	1	0	1	0	0	3	0	0	5	0	5	0	0
0	0	5	1	11	1	0	0	0	5	0	0	0	1	0	3	3	0	5	0	5	5	0	0
0	0	5	5	1	11	0	0	0	0	5	0	1	0	0	0	0	5	2	1	0	5	0	0
0	0	5	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	5	0	0
0	5	5	0	11	1	0	0	0	0	5	0	0	1	0	5	0	0	0	0	0	0	5	0
0	5	5	5	1	0	0	0	0	5	2	0	1	0	0	5	0	0	0	0	0	0	5	0
0	0	5	0	0	0	5	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0	5	0
0	5	2	0	0	0	5	0	0	5	0	0	0	0	0	0	0	1	11	1	0	5	0	0
0	0	5	0	0	0	0	0	0	0	0	5	0	0	3	0	0	11	1	11	1	5	0	0
0	5	5	0	0	0	1	0	3	0	0	5	11	3	3	0	0	0	1	3	5	5	5	0
0	5	0	0	0	1	0	0	3	0	0	0	5	0	0	0	2	1	0	3	0	5	0	0
0	5	0	0	0	1	0	3	3	0	0	11	11	0	0	0	3	3	3	3	3	5	0	0
0	5	5	0	1	0	0	3	0	0	0	11	0	0	0	0	3	3	3	3	3	3	5	0
0	0	5	0	0	0	0	20	0	1	0	0	0	5	0	0	3	3	3	3	3	3	5	0
0	0	5	0	0	0	0	0	0	2	1	0	0	0	0	5	20	20	3	20	20	5	0	0
0	5	0	0	1	3	0	5	0	0	0	1	1	0	0	5	5	0	3	0	0	5	5	0
0	5	5	2	1	3	0	5	0	0	1	0	0	1	0	0	0	1	2	1	0	0	5	0
0	0	5	0	3	3	0	0	0	1	1	0	0	1	0	0	1	1	5	5	0	5	5	0
0	5	5	0	3	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	5	0	0
0	5	0	0	3	3	1	0	0	1	0	0	0	0	0	1	0	0	0	5	5	0	5	0
0	5	0	0	0	3	0	0	1	0	0	0	3	3	0	0	0	0	0	0	0	5	0	0
0	5	0	0	1	3	3	0	0	1	0	0	0	3	0	0	0	5	0	0	0	0	5	0
0	5	3	3	3	3	3	0	0	0	0	0	0	3	0	0	5	0	0	0	0	5	0	0
0	5	3	3	3	3	3	1	0	0	1	1	1	5	1	0	0	1	1	0	0	5	0	0
0	0	5	6	6	6	6	5	0	0	1	11	11	0	0	0	0	1	3	3	3	3	7	0
0	0	5	4	4	4	4	5	2	0	1	11	11	0	0	0	0	0	3	3	3	3	7	19
0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
